test_id,server_id,download_connections,download_bytes,download_bytes_percent,name,country,country_code,latitude,longitude,sponsor_name
7198628720,28422,4,59490524,12.32,"Abu Dhabi","United Arab Emirates","AE",24.4539,54.3773,"ETISALAT-UAE"
7198628720,33712,4,90702570,18.79,"Sharjah","United Arab Emirates","AE",25.3463,55.4209,"ETISALAT-UAE"
7198628720,34238,4,55425916,11.48,"Ajman","United Arab Emirates","AE",25.4052,55.5136,"ETISALAT-UAE"
7198628720,34239,4,277094292,57.40,"Alain","United Arab Emirates","AE",24.1302,55.8023,"ETISALAT-UAE"
7198629686,11722,4,2231600,2.27,"Dubai","United Arab Emirates","AE",25.2500,55.3000,"Orixcom"
7198629686,17336,4,28629886,29.08,"Dubai","United Arab Emirates","AE",25.2500,55.3000,"ETISALAT-UAE"
7198629686,22129,4,3616768,3.67,"Dubai","United Arab Emirates","AE",25.2500,55.3000,"i3D.net"
7198629686,33712,4,63975384,64.98,"Sharjah","United Arab Emirates","AE",25.3463,55.4209,"ETISALAT-UAE"
7198630016,17336,4,17230632,12.70,"Dubai","United Arab Emirates","AE",25.2500,55.3000,"ETISALAT-UAE"
7198630016,28422,4,57710332,42.52,"Abu Dhabi","United Arab Emirates","AE",24.4539,54.3773,"ETISALAT-UAE"
7198630016,33712,4,33500768,24.68,"Sharjah","United Arab Emirates","AE",25.3463,55.4209,"ETISALAT-UAE"
7198630016,34238,4,27283916,20.10,"Ajman","United Arab Emirates","AE",25.4052,55.5136,"ETISALAT-UAE"
7198630806,28422,4,32632600,17.94,"Abu Dhabi","United Arab Emirates","AE",24.4539,54.3773,"ETISALAT-UAE"
7198630806,33712,4,61822704,33.99,"Sharjah","United Arab Emirates","AE",25.3463,55.4209,"ETISALAT-UAE"
7198630806,34238,4,58885400,32.37,"Ajman","United Arab Emirates","AE",25.4052,55.5136,"ETISALAT-UAE"
7198630806,34240,4,28548800,15.70,"Fujairah","United Arab Emirates","AE",25.1288,56.3265,"ETISALAT-UAE"
7198633359,33712,9,114578012,17.54,"Sharjah","United Arab Emirates","AE",25.3463,55.4209,"ETISALAT-UAE"
7198633359,34238,10,234968582,35.97,"Ajman","United Arab Emirates","AE",25.4052,55.5136,"ETISALAT-UAE"
7198633359,34239,9,94925320,14.53,"Alain","United Arab Emirates","AE",24.1302,55.8023,"ETISALAT-UAE"
7198633359,34240,10,208853748,31.97,"Fujairah","United Arab Emirates","AE",25.1288,56.3265,"ETISALAT-UAE"
7198634708,17336,5,39726247,12.67,"Dubai","United Arab Emirates","AE",25.2500,55.3000,"ETISALAT-UAE"
7198634708,28422,6,143103632,45.65,"Abu Dhabi","United Arab Emirates","AE",24.4539,54.3773,"ETISALAT-UAE"
7198634708,33712,5,87103940,27.79,"Sharjah","United Arab Emirates","AE",25.3463,55.4209,"ETISALAT-UAE"
7198634708,34238,5,43512412,13.88,"Ajman","United Arab Emirates","AE",25.4052,55.5136,"ETISALAT-UAE"
7198634839,33712,11,151044936,26.47,"Sharjah","United Arab Emirates","AE",25.3463,55.4209,"ETISALAT-UAE"
7198634839,34238,11,169781616,29.75,"Ajman","United Arab Emirates","AE",25.4052,55.5136,"ETISALAT-UAE"
7198634839,34239,11,93893492,16.45,"Alain","United Arab Emirates","AE",24.1302,55.8023,"ETISALAT-UAE"
7198634839,34240,11,155919592,27.32,"Fujairah","United Arab Emirates","AE",25.1288,56.3265,"ETISALAT-UAE"
7198634864,28422,4,146662368,52.73,"Abu Dhabi","United Arab Emirates","AE",24.4539,54.3773,"ETISALAT-UAE"
7198634864,33712,4,18231472,6.55,"Sharjah","United Arab Emirates","AE",25.3463,55.4209,"ETISALAT-UAE"
7198634864,34238,4,97746640,35.14,"Ajman","United Arab Emirates","AE",25.4052,55.5136,"ETISALAT-UAE"
7198634864,34239,4,15517328,5.58,"Alain","United Arab Emirates","AE",24.1302,55.8023,"ETISALAT-UAE"
7198634990,17336,4,39658650,34.90,"Dubai","United Arab Emirates","AE",25.2500,55.3000,"ETISALAT-UAE"
7198634990,28422,4,51726800,45.52,"Abu Dhabi","United Arab Emirates","AE",24.4539,54.3773,"ETISALAT-UAE"
7198634990,33712,4,2029998,1.79,"Sharjah","United Arab Emirates","AE",25.3463,55.4209,"ETISALAT-UAE"
7198634990,34238,4,20216720,17.79,"Ajman","United Arab Emirates","AE",25.4052,55.5136,"ETISALAT-UAE"
7198635096,17336,4,54821836,28.59,"Dubai","United Arab Emirates","AE",25.2500,55.3000,"ETISALAT-UAE"
